Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,,
0.0004703,0.000184,0.0001969,0.0001806,0.0001452,0.0002438,0.0002781,0.0002067,0.0003651,0.0002339,0.0124424,0.0232931,0.0150641,0.0138512,0.0147926,0.0305078,0.0259497,0.0278725,0.0267768,0.0369084,,0.02274586
0.0002008,0.0002653,0.0002886,0.0002612,0.000286,0.0003601,0.0003118,0.000265,0.0002332,0.0002927,0.0170625,0.0283775,0.0218085,0.0174887,0.0176691,0.0467049,0.0479657,0.0429623,0.0335132,0.0399017,,0.03134541
0.0001805,0.0001953,0.0002155,0.0001609,0.0001853,0.0003058,0.0002529,0.0002735,0.0002113,0.0002792,0.0554792,0.0262665,0.0200867,0.0189649,0.0203113,0.0391575,0.0461159,0.0402197,0.0568043,0.0317375,,0.03551435
0.000364,0.0002376,0.0002924,0.0002354,0.0002417,0.0003239,0.0002561,0.0002595,0.0003397,0.0002364,0.0095521,0.0048601,0.003961,0.0039093,0.0039596,0.0070383,0.0091987,0.0082607,0.0133668,0.0060233,,0.00701299
0.0002189,0.0001372,0.0001309,0.000175,0.00013,0.0001785,0.000277,0.0001833,0.0004875,0.0001563,0.0062216,0.0035344,0.0027864,0.0030214,0.0025685,0.0049879,0.0062841,0.0061472,0.0085866,0.0040203,,0.00481584
0.0002951,0.0001991,0.0002038,0.0001954,0.0002045,0.0002876,0.0002117,0.0002319,0.0003563,0.0002096,0.0210067,0.011641,0.0093322,0.0095682,0.0233526,0.0173958,0.0229986,0.0209237,0.0269611,0.0141589,,0.01773388
0.0001932,0.0001553,0.0001396,0.0001328,0.0002351,0.000216,0.0002052,0.0002098,0.0004336,0.0001742,0.0088334,0.0054908,0.0046496,0.0046755,0.0109693,0.0090038,0.0094313,0.0095431,0.0151757,0.0066054,,0.00843779
0.0002234,0.0002664,0.0002178,0.0002145,0.0002152,0.0003223,0.0002087,0.0002067,0.0003142,0.0002018,0.0024585,0.0015674,0.0012738,0.0012823,0.003097,0.0026728,0.0026678,0.0013762,0.0047784,0.0018596,,0.00230338
0.0001452,0.0001178,0.0001146,0.0001159,0.0001745,0.0001655,0.000139,0.0001618,0.0002052,0.0001266,0.0005462,0.0003861,0.0003227,0.0003627,0.0007244,0.0005869,0.0005487,0.0003275,0.0009046,0.00045,,0.00051598
0.0001987,0.0002199,0.0001726,0.0001702,0.0001685,0.0002429,0.0001807,0.0001112,0.0002529,0.0001731,0.000354,0.0002545,0.0002322,0.0002316,0.0004556,0.0003711,0.0003506,0.0002094,0.0005442,0.0002841,,0.00032873
,,,,,,,,,,,,,,,,,,,,,0.013075421
