Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Trial 11,Trial 12,Trial 13,Trial 14,Trial 15,Trial 16,Trial 17,Trial 18,Trial 19,Trial 20,Trial 21,Trial 22,Trial 23,Trial 24,Trial 25,Average
0.0001243,9.14e-05,0.0001067,0.0001099,0.000113,0.0001083,0.0001031,0.0001094,0.0001121,0.000108,0.0001083,0.0001104,9.67e-05,0.0001553,0.0001286,9.56e-05,0.0001598,0.0001101,0.0001216,0.0001141,0.0001123,0.000116,0.0001051,9.57e-05,0.0001125,0.000113132
9.75e-05,7.41e-05,6.68e-05,7.68e-05,6.98e-05,7.4e-05,6.99e-05,7.76e-05,6.88e-05,7.36e-05,7.76e-05,7.65e-05,0.0001233,0.0001003,8.53e-05,7.09e-05,7.42e-05,9.08e-05,7.6e-05,0.0001149,7.63e-05,7.56e-05,7.18e-05,7.65e-05,8.76e-05,8.106e-05
8.18e-05,7.5e-05,8.53e-05,8.13e-05,8.97e-05,8.82e-05,0.0001004,9.47e-05,8.98e-05,8.7e-05,0.0001163,8.94e-05,0.0001155,0.0001434,9.21e-05,7.88e-05,0.0001015,8.87e-05,8.72e-05,9.73e-05,9.57e-05,9.26e-05,0.0001055,9.98e-05,9.66e-05,9.4944e-05
6.94e-05,7.26e-05,6.45e-05,7.4e-05,6.92e-05,7.31e-05,6.7e-05,7.47e-05,6.82e-05,0.0001057,0.000101,9.98e-05,9.84e-05,0.000115,7.93e-05,6.74e-05,9.14e-05,6.87e-05,7.48e-05,8.32e-05,7.62e-05,7.17e-05,6.82e-05,8.4e-05,9.04e-05,8.0316e-05
8.53e-05,7.93e-05,9.1e-05,7.91e-05,9.99e-05,9.55e-05,0.0001,9.54e-05,9.66e-05,9.5e-05,0.0001098,0.0001128,0.0001132,0.0001131,0.000139,0.0001142,0.0001105,8.45e-05,0.000101,0.0001002,9.26e-05,0.0001,8.86e-05,9.97e-05,0.0001038,0.000100004
9.41e-05,8.97e-05,6.38e-05,7.86e-05,6.85e-05,7.53e-05,7.36e-05,7.43e-05,7.02e-05,0.0001118,7.23e-05,7.83e-05,0.0001015,8.08e-05,9.29e-05,7.11e-05,7.54e-05,8.55e-05,7.56e-05,9.32e-05,7.34e-05,7.2e-05,7.11e-05,7.4e-05,7.71e-05,7.9764e-05
9.4e-05,8.82e-05,8.86e-05,9.47e-05,8.98e-05,8.9e-05,9.51e-05,9.06e-05,9.01e-05,9.1e-05,9.5e-05,9.43e-05,9.05e-05,8.19e-05,9.19e-05,0.000127,9.76e-05,8.02e-05,8.68e-05,9.39e-05,9.26e-05,9.63e-05,7.9e-05,9.4e-05,0.0001295,9.3664e-05
7.48e-05,6.85e-05,5.63e-05,6.37e-05,6.04e-05,6.29e-05,6.51e-05,6.47e-05,6.72e-05,7.66e-05,6.06e-05,9.13e-05,6.39e-05,6.14e-05,6.92e-05,8.08e-05,6.32e-05,6.24e-05,6.55e-05,7.15e-05,6.54e-05,7.48e-05,6.23e-05,7.01e-05,0.0001022,6.8992e-05
6.53e-05,5.36e-05,5.9e-05,6.53e-05,6.39e-05,6.26e-05,6.48e-05,6.35e-05,5.95e-05,6.58e-05,8.23e-05,6.55e-05,6.11e-05,7.08e-05,6.12e-05,6.11e-05,5.87e-05,5.83e-05,6.7e-05,7.1e-05,7.61e-05,5.92e-05,6.71e-05,7.15e-05,6.32e-05,6.4696e-05
5.25e-05,5.49e-05,4.99e-05,5.59e-05,6.57e-05,5.45e-05,6.88e-05,5.5e-05,5.75e-05,5.78e-05,6.17e-05,9.95e-05,8.28e-05,5.57e-05,6e-05,6.3e-05,5.46e-05,6.23e-05,6.08e-05,7.05e-05,5.62e-05,5.71e-05,5.42e-05,7.05e-05,5.84e-05,6.1592e-05
