Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Trial 11,Trial 12,Trial 13,Trial 14,Trial 15,Trial 16,Trial 17,Trial 18,Trial 19,Trial 20,Trial 21,Trial 22,Trial 23,Trial 24,Trial 25,Average
0.117269,0.116264,0.113655,0.115971,0.115005,0.11619,0.114756,0.114221,0.114245,0.113225,0.166812,0.122436,0.12229,0.116488,0.11735,0.115233,0.116943,0.12432,0.123021,0.114637,0.116011,0.115872,0.115048,0.115899,0.115237,0.118736
0.132971,0.131609,0.130979,0.131378,0.130836,0.130983,0.1313,0.130566,0.130451,0.130474,0.188697,0.158249,0.130882,0.138864,0.13067,0.126477,0.130771,0.129915,0.130617,0.132095,0.131397,0.13617,0.131267,0.131544,0.135908,0.135003
0.198432,0.192924,0.197299,0.196742,0.198474,0.196993,0.192373,0.191729,0.191651,0.191866,0.26951,0.193464,0.191511,0.193628,0.191443,0.187478,0.198988,0.194116,0.195289,0.225493,0.197037,0.194974,0.196997,0.19267,0.192593,0.198547
0.025433,0.0226354,0.0254019,0.025424,0.0252805,0.0250809,0.0249901,0.0254629,0.0254754,0.0251145,0.0254469,0.0251953,0.0254538,0.0254566,0.0253531,0.0213798,0.0211837,0.0252536,0.0256848,0.0257208,0.0254342,0.0253512,0.0227724,0.025173,0.0253352,0.0248197
0.0147503,0.0140931,0.0140831,0.0152535,0.0153331,0.0149385,0.0147331,0.014571,0.0147125,0.0137217,0.013431,0.0152229,0.0101987,0.0155241,0.0156807,0.0146368,0.012177,0.0152304,0.0157223,0.0103392,0.0149879,0.0177251,0.0142111,0.014835,0.0145855,0.0144279
0.0341363,0.0333949,0.031038,0.0342379,0.0340409,0.0337914,0.0337449,0.033645,0.033871,0.0433953,0.0332639,0.0341315,0.0298959,0.0347884,0.0341101,0.0365374,0.0389579,0.033991,0.0340444,0.0301885,0.0341829,0.0346785,0.0336783,0.0339439,0.0338751,0.0342225
0.0165864,0.0160822,0.0124323,0.0163648,0.0159421,0.015802,0.0162492,0.0162431,0.0162822,0.0260434,0.0138007,0.0127262,0.0163338,0.0119462,0.0165299,0.0157068,0.014927,0.0162673,0.0162821,0.0160277,0.0161652,0.016276,0.0160007,0.0162876,0.0158793,0.0159674
0.0050889,0.0048357,0.0046124,0.0048211,0.0049716,0.0032985,0.0051743,0.004925,0.0055104,0.0049322,0.003647,0.0067935,0.0047515,0.0032793,0.0045372,0.004759,0.0038064,0.0047272,0.0045605,0.0050114,0.0049212,0.0049502,0.0052396,0.0049246,0.0046433,0.00474888
0.0005486,0.001211,0.0006877,0.0012333,0.0005863,0.0005547,0.000695,0.0008617,0.0007712,0.0007093,0.0005567,0.0008062,0.0012193,0.0010522,0.0007513,0.0009392,0.0008069,0.0011076,0.0011193,0.0008755,0.0010053,0.0012741,0.0017753,0.0018811,0.0005842,0.00094452
0.0003726,0.0002858,0.0003862,0.0003531,0.0003704,0.0003634,0.0003834,0.0003718,0.0003726,0.0002908,0.0002537,0.0002394,0.0003265,0.0003426,0.0003323,0.0003296,0.0002856,0.0003327,0.0003283,0.0003747,0.0003822,0.0003215,0.000385,0.0003737,0.0003799,0.000341512
,,,,,,,,,,,,,,,,,,,,,,,,,0.0547758,0.0983067
