Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,,
0.0006099,0.0002247,0.0002439,0.0002725,0.0003702,0.0002313,0.0002887,0.0002524,0.0003547,0.0002553,0.200944,0.10328,0.210833,0.134433,0.175096,0.178579,0.157016,0.166668,0.172654,0.131927,,0.163143
0.0001786,0.0002722,0.0002144,0.0002969,0.0001935,0.0001761,0.0003157,0.0001694,0.0002376,0.0002468,0.156226,0.190879,0.134942,0.249616,0.149787,0.120515,0.211551,0.205299,0.120017,0.122561,,0.1661393
0.0002685,0.0002032,0.0001813,0.000182,0.0002324,0.0002444,0.0002433,0.000172,0.0001679,0.0001441,0.14285,0.077688,0.090609,0.0804097,0.146358,0.150522,0.142971,0.0885337,0.0707303,0.070776,,0.10614477
0.0001661,0.0001636,0.0001538,0.0001682,0.0001897,0.0001731,0.0002297,0.0002222,0.00023,0.0002261,0.101693,0.0494872,0.0510922,0.0488448,0.0496476,0.0569105,0.0581286,0.0553409,0.0444576,0.0443945,,0.05599969
0.0002149,0.0001684,0.0002487,0.000167,0.0001677,0.0002501,0.0001756,0.0001709,0.0001505,0.0001438,0.0475232,0.0195976,0.0467768,0.0199769,0.0194662,0.0543344,0.0230774,0.0224484,0.051611,0.0190036,,0.03238155
0.0003427,0.0001485,0.0001966,0.0002684,0.0002594,0.0002908,0.0002303,0.000281,0.0002765,0.000235,0.0527856,0.0199708,0.0608273,0.0642482,0.0202253,0.0416961,0.0247728,0.0403214,0.0580312,0.0199126,,0.04027913
0.0002116,0.0001731,0.0002989,0.0002605,0.0001564,0.000217,0.0001654,0.0002596,0.0002587,0.0001779,0.0087984,0.0197741,0.01936,0.0175991,0.0091534,0.0133793,0.0107049,0.0268686,0.0196104,0.0081996,,0.01534478
0.0002185,0.0002434,0.0002236,0.0002229,0.0002614,0.0002881,0.000202,0.0002737,0.0002833,0.0002002,0.0018919,0.0050668,0.0039316,0.0034331,0.0017945,0.0027575,0.0021558,0.006055,0.0037467,0.0032541,,0.0034087
8.98E-05,0.0002279,0.0002256,0.0001557,0.0001193,0.0001906,0.0001119,0.0002453,0.0001794,0.0001585,0.0004585,0.0013902,0.0009125,0.0008496,0.0004519,0.0007185,0.0005297,0.0013868,0.000881,0.0004968,,0.00080755
8.49E-05,0.0001878,0.0002449,0.0001325,0.0001672,0.000219,0.0001714,0.0002183,0.0002332,0.0001653,0.0002806,0.0005937,0.0005341,0.0004297,0.0002931,0.0004441,0.0003276,0.0007335,0.0005264,0.0003154,,0.00044782
,,,,,,,,,,,,,,,,,,,,,0.058409629
