Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Trial 11,Trial 12,Trial 13,Trial 14,Trial 15,Trial 16,Trial 17,Trial 18,Trial 19,Trial 20,Trial 21,Trial 22,Trial 23,Trial 24,Trial 25,Average
9.24e-05,0.000139,5.01e-05,5.21e-05,5.08e-05,5.3e-05,5.11e-05,5.35e-05,4.94e-05,5.35e-05,4.91e-05,5.33e-05,5.06e-05,5.26e-05,5.21e-05,5.42e-05,5.03e-05,5.07e-05,5e-05,5.31e-05,5e-05,5.19e-05,5.15e-05,5.2e-05,4.97e-05,5.664e-05
6.14e-05,5.34e-05,5.03e-05,5.04e-05,5.19e-05,4.94e-05,5.08e-05,4.9e-05,5.09e-05,4.91e-05,5.19e-05,4.93e-05,4.96e-05,4.91e-05,5.28e-05,4.96e-05,5.04e-05,4.91e-05,5.71e-05,4.97e-05,5.06e-05,4.95e-05,5.25e-05,4.99e-05,5.32e-05,5.1236e-05
5.23e-05,5.44e-05,4.88e-05,8.04e-05,4.99e-05,5.21e-05,4.88e-05,5.12e-05,5.06e-05,5.34e-05,4.8e-05,4.95e-05,4.95e-05,5.16e-05,7.71e-05,4.98e-05,4.88e-05,5.14e-05,4.95e-05,4.98e-05,4.91e-05,5.21e-05,4.9e-05,5.27e-05,5.26e-05,5.2896e-05
5.68e-05,5.66e-05,5.09e-05,5.17e-05,5.37e-05,5.03e-05,5.06e-05,4.97e-05,5.16e-05,5.17e-05,5.18e-05,4.92e-05,5.36e-05,5.06e-05,5.3e-05,5.07e-05,5.3e-05,5.37e-05,5.1e-05,5.01e-05,5.35e-05,4.92e-05,0.0001844,5.44e-05,5.44e-05,5.7448e-05
5.23e-05,4.76e-05,4.88e-05,5.18e-05,4.9e-05,4.96e-05,4.84e-05,4.92e-05,5.02e-05,4.93e-05,4.71e-05,5.09e-05,4.77e-05,4.91e-05,4.79e-05,5.12e-05,5.09e-05,4.87e-05,4.92e-05,5.08e-05,4.82e-05,4.87e-05,5.52e-05,4.91e-05,4.88e-05,4.9588e-05
5.33e-05,5.28e-05,5.36e-05,5.09e-05,5.2e-05,5.19e-05,7.87e-05,5.01e-05,7.94e-05,5.05e-05,5.37e-05,4.96e-05,5.08e-05,5.03e-05,5.34e-05,5.33e-05,5.2e-05,6.21e-05,5.35e-05,5.06e-05,5.1e-05,5.13e-05,5.89e-05,5e-05,5.4e-05,5.4708e-05
5.62e-05,5.02e-05,5.08e-05,5.19e-05,5.08e-05,5.07e-05,5.69e-05,5.11e-05,9.1e-05,5.44e-05,5.01e-05,5.18e-05,4.95e-05,5.35e-05,5.35e-05,5.15e-05,5.12e-05,5.35e-05,5.01e-05,5.14e-05,5.12e-05,5.33e-05,5.28e-05,5.29e-05,5.09e-05,5.3648e-05
5.48e-05,4.94e-05,5.04e-05,5.07e-05,5.11e-05,4.99e-05,6.78e-05,4.97e-05,6.08e-05,5.01e-05,5.13e-05,5.05e-05,5.23e-05,5.07e-05,5.14e-05,5.12e-05,5.65e-05,4.97e-05,5.1e-05,4.95e-05,5.28e-05,5.06e-05,5.16e-05,4.96e-05,5.1e-05,5.2176e-05
5.5e-05,4.56e-05,4.87e-05,4.98e-05,4.82e-05,4.85e-05,5.07e-05,4.88e-05,5.32e-05,6.81e-05,4.78e-05,5.11e-05,4.92e-05,4.86e-05,4.85e-05,7.22e-05,4.83e-05,4.91e-05,4.88e-05,5.1e-05,5.67e-05,4.93e-05,5.01e-05,4.91e-05,4.83e-05,5.1388e-05
5.07e-05,4.86e-05,5.04e-05,4.96e-05,4.85e-05,4.84e-05,6.69e-05,4.8e-05,5.1e-05,4.74e-05,5.02e-05,4.89e-05,4.75e-05,4.67e-05,5.21e-05,4.71e-05,4.87e-05,4.68e-05,5.06e-05,4.66e-05,4.78e-05,4.7e-05,5.47e-05,4.76e-05,5.43e-05,4.9844e-05
5.06e-05,4.52e-05,4.91e-05,4.88e-05,4.89e-05,4.8e-05,4.75e-05,4.83e-05,0.0001077,4.9e-05,4.85e-05,4.68e-05,4.63e-05,4.94e-05,4.69e-05,4.8e-05,4.72e-05,4.91e-05,4.66e-05,4.8e-05,4.65e-05,4.94e-05,4.83e-05,5.35e-05,4.68e-05,5.0576e-05
4.89e-05,7.59e-05,4.81e-05,4.9e-05,4.98e-05,4.67e-05,4.94e-05,4.66e-05,8.8e-05,4.77e-05,4.7e-05,4.63e-05,5.6e-05,4.64e-05,4.77e-05,4.67e-05,5.13e-05,4.6e-05,4.81e-05,4.65e-05,4.86e-05,4.88e-05,5.21e-05,5.99e-05,4.75e-05,5.156e-05
6.59e-05,4.74e-05,4.67e-05,4.65e-05,4.57e-05,4.54e-05,4.62e-05,4.58e-05,6.72e-05,4.53e-05,4.44e-05,4.74e-05,4.54e-05,4.58e-05,4.78e-05,4.93e-05,4.44e-05,4.63e-05,4.46e-05,4.83e-05,4.41e-05,5.01e-05,4.5e-05,4.71e-05,4.48e-05,4.7876e-05
6.92e-05,4.71e-05,4.58e-05,4.56e-05,4.62e-05,4.58e-05,4.61e-05,4.48e-05,6.55e-05,4.42e-05,4.84e-05,4.55e-05,4.49e-05,4.53e-05,6.02e-05,4.47e-05,4.67e-05,4.47e-05,4.72e-05,4.91e-05,4.97e-05,4.49e-05,4.81e-05,4.51e-05,4.75e-05,4.8492e-05
6.25e-05,4.63e-05,4.49e-05,4.67e-05,5.88e-05,4.7e-05,4.77e-05,4.61e-05,4.76e-05,4.64e-05,4.44e-05,4.52e-05,4.58e-05,4.69e-05,4.45e-05,6.62e-05,4.47e-05,4.7e-05,4.42e-05,4.95e-05,4.39e-05,4.45e-05,6.44e-05,4.89e-05,4.47e-05,4.8752e-05
6.53e-05,4.47e-05,4.54e-05,4.46e-05,4.63e-05,4.45e-05,5.2e-05,4.37e-05,4.94e-05,4.34e-05,4.52e-05,4.63e-05,4.83e-05,4.7e-05,5.59e-05,4.42e-05,4.6e-05,4.36e-05,4.8e-05,4.4e-05,4.73e-05,4.48e-05,4.74e-05,4.42e-05,4.55e-05,4.708e-05
4.71e-05,4.54e-05,4.44e-05,4.59e-05,4.4e-05,4.49e-05,4.44e-05,4.47e-05,4.56e-05,4.54e-05,4.35e-05,5.01e-05,4.44e-05,4.55e-05,4.51e-05,4.77e-05,4.39e-05,4.81e-05,4.35e-05,4.83e-05,4.41e-05,5.98e-05,4.5e-05,4.54e-05,4.38e-05,4.6e-05
5.88e-05,4.58e-05,4.53e-05,4.4e-05,4.52e-05,4.54e-05,4.68e-05,5.29e-05,4.55e-05,4.32e-05,4.8e-05,4.33e-05,4.43e-05,7.03e-05,4.7e-05,4.38e-05,4.46e-05,4.42e-05,5.49e-05,4.34e-05,4.56e-05,5.51e-05,4.64e-05,4.39e-05,4.68e-05,4.778e-05
4.48e-05,4.55e-05,4.38e-05,4.44e-05,4.37e-05,4.44e-05,4.33e-05,4.41e-05,4.32e-05,4.71e-05,4.41e-05,4.46e-05,4.39e-05,6.12e-05,4.32e-05,4.4e-05,4.29e-05,4.56e-05,4.34e-05,4.45e-05,4.35e-05,6.51e-05,4.31e-05,4.57e-05,4.34e-05,4.57e-05
5.91e-05,4.35e-05,4.46e-05,4.3e-05,4.44e-05,4.31e-05,4.63e-05,4.28e-05,4.82e-05,4.49e-05,4.4e-05,4.28e-05,4.59e-05,4.35e-05,4.73e-05,4.29e-05,4.63e-05,4.3e-05,4.4e-05,4.27e-05,4.51e-05,4.92e-05,4.72e-05,4.25e-05,4.37e-05,4.52e-05
