Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,,
0.0006494,0.0002042,0.0002049,0.0001383,0.0003165,0.0003195,0.0003261,0.000325,0.0003291,0.0003241,3.30811,3.25673,3.014,2.94024,2.93252,2.9286,2.92591,2.93196,3.00171,2.93219,,3.017197
0.0002669,0.0002537,0.0002548,0.0002664,0.0003079,0.000413,0.0003861,0.0003963,0.0004054,0.0003887,2.87482,2.8327,2.85464,2.74566,2.74775,2.74316,2.74455,2.86706,2.73644,2.78007,,2.792685
0.0001917,0.0002962,0.0001694,0.0002817,0.0002531,0.0002437,0.0002562,0.0004023,0.0002413,0.0003048,1.96329,1.814,1.84697,1.7613,1.87011,1.86763,1.82722,1.86268,1.81867,1.83281,,1.846468
0.0001776,0.000414,0.0001856,0.0003824,0.0006134,0.0005568,0.0002627,0.0003868,0.0003792,0.0004174,0.468491,0.51962,0.498452,0.480844,0.484815,0.480661,0.493727,0.486729,0.490236,0.489552,,0.4893127
0.000168,0.0002325,0.0001521,0.0002134,0.0002349,0.000232,0.0002191,0.0001674,0.0002432,0.0001951,0.327611,0.304973,0.225974,0.291253,0.290095,0.292059,0.294005,0.286751,0.288525,0.294125,,0.2895371
0.0001872,0.0002343,0.0001549,0.0003008,0.0002441,0.000364,0.0001645,0.0002533,0.000392,0.0003684,0.666401,0.621586,0.723437,0.680121,0.673555,0.685494,0.666658,0.665467,0.664102,0.687646,,0.6734467
0.0001747,0.0001592,0.000239,0.0002357,0.0002735,0.0002399,0.0001727,0.0002472,0.000234,0.00024,0.142903,0.0936874,0.151427,0.142121,0.139615,0.139289,0.0749906,0.141789,0.140293,0.13917,,0.1305285
0.0001774,0.0002401,0.0002567,0.0001786,0.0003793,0.0001598,0.0003638,0.0004191,0.0003434,0.0002855,0.0847019,0.177593,0.103582,0.151814,0.151424,0.151089,0.150607,0.152397,0.152852,0.15107,,0.14271299
0.0002328,0.0002043,0.0001501,0.0001661,0.0002388,0.0002274,0.0003682,0.0001451,0.0001613,0.0002446,0.100804,0.0989485,0.0530073,0.100959,0.0993122,0.0996914,0.100989,0.0991901,0.0991245,0.0991801,,0.09512061
0.0002205,0.0001734,0.0002242,0.0001973,0.0002488,0.0002718,0.0006439,0.0002168,0.0004114,0.0003908,0.0070001,0.0066865,0.0043754,0.012864,0.0130243,0.0135951,0.0130842,0.0126851,0.0131022,0.0128825,,0.01092994
0.0001778,0.000147,0.0001086,0.0002243,0.0002265,0.0002125,0.000234,0.0002698,0.0002218,0.000244,0.0065233,0.0043496,0.0038436,0.0098293,0.0097782,0.0099909,0.0101582,0.0099097,0.0101191,0.0101234,,0.00846253
0.0001921,0.0001245,0.0002127,0.0001973,0.0002311,0.0002264,0.0003933,0.0002796,0.0003974,0.0003841,0.0076386,0.0057541,0.0058657,0.0144991,0.0145768,0.0145502,0.0145136,0.0144168,0.0146255,0.0145319,,0.01209723
0.0001569,0.0001158,0.0001463,0.000217,0.0002284,0.0002164,0.0002196,0.0002524,0.0002173,0.0002197,0.0011503,0.0008595,0.000798,0.0022061,0.0021855,0.0022625,0.0021644,0.0022086,0.002169,0.0021698,,0.00181737
0.0002714,0.0001141,0.0001856,0.0001765,0.0001903,0.000219,0.0002594,0.0002378,0.0002382,0.0003438,0.0004798,0.000395,0.0003609,0.0009152,0.0009056,0.0009159,0.0009433,0.0009463,0.0008876,0.0009459,,0.00076955
0.0001193,8.39E-05,9.86E-05,0.0002153,0.0002221,0.0002234,0.0002149,0.000227,0.0002218,0.0002323,0.0001412,0.0001313,0.0001262,0.0002554,0.0002982,0.0002923,0.000231,0.0002773,0.0002429,0.0002371,,0.00022329
0.0001585,7.77E-05,0.000157,0.000168,0.0001669,0.0001904,0.000206,0.0002116,0.000211,0.0002123,7.95E-05,7.55E-05,7.02E-05,0.0001573,0.000176,0.0001779,0.0001596,0.0001806,0.0001777,0.0001764,,0.00014307
,,,,,,,,,,,,,,,,,,,,,0.594465724
