Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,,
0.0006891,0.0001895,0.0003529,0.000191,0.0003255,0.0002916,0.0003491,0.0002731,0.0002827,0.0002874,0.0226513,0.0226979,0.032221,0.0152405,0.022967,0.0293038,0.0271071,0.0139029,0.0228427,0.0260292,,0.02349634
0.0002456,0.0003557,0.000311,0.0001541,0.0002871,0.0004132,0.0003448,0.0002865,0.0002475,0.0003255,0.0275596,0.0282548,0.0347795,0.0123475,0.0192891,0.0338333,0.0364564,0.0285646,0.028264,0.0327633,,0.02821121
0.00021,0.0003068,0.0002472,0.0001668,0.0002328,0.0002245,0.0003279,0.000235,0.0002438,0.0003019,0.041465,0.0460349,0.037329,0.017311,0.0250846,0.0422142,0.0549653,0.0421729,0.0421467,0.0434926,,0.03922162
0.0002635,0.0002869,0.0001995,0.0002316,0.0002834,0.0002429,0.0002313,0.0002378,0.0002016,0.0003166,0.007563,0.0084214,0.0065943,0.0104024,0.0053476,0.0078681,0.0109158,0.0098417,0.0095548,0.0083445,,0.00848536
0.0001646,0.0001983,0.0001348,0.0002467,0.0001632,0.0001625,0.0002243,0.0002255,0.0001979,0.0002058,0.005211,0.0055012,0.0043404,0.0087468,0.0034951,0.0056266,0.0074644,0.0068237,0.0067178,0.0057039,,0.00596309
0.0002085,0.000301,0.0001193,0.0002672,0.0002536,0.0002102,0.0001958,0.0002137,0.0001789,0.0003126,0.0167051,0.0295503,0.0135833,0.0313718,0.0111059,0.0253472,0.021666,0.0215992,0.0220863,0.0163265,,0.02093416
0.0001629,0.0002673,0.0001789,0.0002357,0.0001481,0.0002347,0.0002166,0.0002276,0.0002159,0.000184,0.0070644,0.0116734,0.0073803,0.0111358,0.005665,0.0128137,0.011497,0.0114587,0.011504,0.0080783,,0.00982706
0.0002035,0.0002615,0.0003239,0.000246,0.0002311,0.000298,0.0002218,0.0002082,0.0002121,0.0002629,0.0022312,0.0043484,0.0038538,0.0044874,0.0017046,0.0037218,0.0033281,0.0036064,0.003518,0.0027054,,0.00335051
0.0001319,0.0002665,0.0001836,0.0001881,0.0001341,0.0001992,0.0001647,0.0001883,0.000167,0.0001414,0.0005273,0.0007763,0.000526,0.0010327,0.0004157,0.001098,0.0007857,0.0008114,0.000773,0.0005641,,0.00073102
0.0001876,0.0002074,0.0001267,0.0001481,0.0001951,0.0002009,0.0001678,0.0001668,0.0001579,0.0002669,0.0003544,0.0006405,0.0003031,0.0004489,0.0002908,0.0005524,0.0004757,0.0005004,0.0004772,0.000362,,0.00044054
,,,,,,,,,,,,,,,,,,,,,0.014066091
