Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,,
0.0006735,0.0003008,0.0004128,0.0003728,0.000227,0.0002567,0.0003075,0.0002673,0.0002741,0.0002282,0.0121361,0.0120236,0.0132947,0.0148942,0.0140191,0.0108249,0.0137026,0.0133923,0.01109,0.0114578,,0.01268353
0.0003584,0.000293,0.0003253,0.0003212,0.0003065,0.0003035,0.0003032,0.0003468,0.0002377,0.0002464,0.0261862,0.0250389,0.0240141,0.0278572,0.0278845,0.0233968,0.0293659,0.0250095,0.0224058,0.0236638,,0.02548227
0.000392,0.0003796,0.0002793,0.0003618,0.0002416,0.0002791,0.0003318,0.0003156,0.0002199,0.000236,0.0139828,0.0135455,0.0150666,0.0133817,0.0145554,0.0217284,0.0161331,0.0124103,0.0131706,0.0132384,,0.01472128
0.0004352,0.0002539,0.0003511,0.0002906,0.0002493,0.0002731,0.0002913,0.000201,0.0002618,0.0002353,0.0031717,0.0029842,0.0029045,0.0028324,0.0028601,0.0029928,0.003372,0.0025297,0.0027534,0.0026503,,0.00290511
0.0003482,0.0003059,0.0002612,0.0002546,0.0001644,0.000213,0.0002377,0.0002092,0.0001537,0.0001823,0.0024094,0.002311,0.0023518,0.0020344,0.0020369,0.0025095,0.0025562,0.0019549,0.0019273,0.0019603,,0.00220517
0.0002846,0.0002646,0.0002812,0.0002399,0.0001927,0.0001946,0.0002447,0.0001868,0.0002215,0.0001591,0.0026399,0.0025517,0.0025958,0.0021738,0.0022668,0.0029868,0.002806,0.0021971,0.0024513,0.002294,,0.00249632
0.0003239,0.0002952,0.0002589,0.0002911,0.0001533,0.0002171,0.0002437,0.0002021,0.0001736,0.0002072,0.001715,0.0018603,0.0016733,0.0014632,0.0015002,0.001856,0.0019583,0.0013737,0.001571,0.0015602,,0.00165312
0.0002839,0.0003007,0.0002839,0.0002886,0.0001983,0.0001965,0.0002427,0.0001923,0.0001966,0.0001899,0.0014018,0.0012385,0.0013198,0.0010359,0.0009917,0.0014733,0.0013767,0.0009983,0.0009873,0.0011244,,0.00119477
0.0002591,0.0002622,0.0002723,0.0002853,0.000163,0.0002383,0.0002556,0.0002103,0.0001581,0.0001962,0.0014617,0.0013184,0.0013799,0.0012495,0.0010196,0.0013623,0.0013909,0.0010335,0.0009808,0.0010004,,0.0012197
0.0002698,0.0002187,0.0002433,0.0002303,0.0001852,0.0001864,0.0001922,0.0001679,0.0001825,0.0001392,0.000621,0.0005497,0.0005814,0.0005704,0.0004419,0.0005585,0.0006154,0.0004186,0.0004034,0.0003896,,0.00051499
0.0002708,0.0001775,0.000228,0.0002498,0.0001455,0.0001926,0.0002207,0.0001634,0.0001354,0.0001838,0.0006389,0.0005534,0.0006154,0.0005734,0.0004208,0.0004842,0.0006339,0.000462,0.0004159,0.00042,,0.00052179
0.0002858,0.0002235,0.0002268,0.0002292,0.00017,0.0001286,0.000194,0.0001686,0.000161,0.0001399,0.0004569,0.0003445,0.0003928,0.0003966,0.000263,0.0002994,0.0003862,0.0002941,0.0002674,0.000252,,0.00033529
0.0002485,0.0002016,0.0002229,0.0002219,0.0001207,0.0001553,0.0001961,0.0001636,0.000125,0.0001532,0.0002981,0.0002751,0.0003088,0.0002603,0.0001676,0.0002028,0.0002578,0.0002346,0.0001678,0.0001664,,0.00023393
0.000215,0.0002147,0.0002177,0.0002101,0.0001532,0.0001087,0.0001672,0.0001563,0.0001629,0.0001226,0.0004828,0.0004135,0.0004275,0.0003895,0.0002759,0.0003186,0.000413,0.0002999,0.0002985,0.0002728,,0.0003592
0.0002349,0.0002221,0.0002292,0.0002448,0.0001375,0.0001647,0.0002116,0.0001728,0.0001284,0.000155,0.0003199,0.0002737,0.0003009,0.0002861,0.0001721,0.0002241,0.0002867,0.0002338,0.0001705,0.0001857,,0.00024535
0.000216,0.0001794,0.0002303,0.0001965,0.0001503,0.0001473,0.0001891,0.0001592,0.0001512,0.0001254,0.0002135,0.000231,0.0002129,0.0002035,0.0001088,0.0001778,0.0001725,0.0001253,0.000108,0.000105,,0.00016583
0.0002074,0.0002282,0.0002096,0.0001485,9.43E-05,0.0001521,0.0001956,0.0001608,9.41E-05,0.0001197,0.0001669,0.0002007,0.0001809,0.0001437,9.23E-05,0.0001129,0.0001517,0.0001594,9.06E-05,0.0001221,,0.00014212
0.0001706,0.0001535,0.0001602,0.0001265,0.0001357,0.0001043,0.0001218,0.0001486,0.0001153,9.65E-05,0.0001586,0.0001496,0.0001498,0.0001505,0.0001087,9.72E-05,0.0001595,0.0001208,9.10E-05,8.66E-05,,0.00012723
0.0001205,0.0002015,0.0001467,0.0001682,8.78E-05,0.0001345,0.0001468,0.0001152,8.59E-05,0.0001106,0.0001492,0.0001956,0.0001306,0.0001548,9.69E-05,0.0001016,0.0001365,0.0001145,8.42E-05,9.09E-05,,0.00012548
,,,,,,,,,,,,,,,,,,,,,0.003543815
