Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,,
0.0007872,0.0004804,0.0003192,0.0004908,0.00033,0.000312,0.0003739,0.0002847,0.0004123,0.0004036,0.933067,0.945438,0.955748,0.83391,0.921212,0.926773,0.944397,0.925792,0.767294,0.85237,,0.9006001
0.0002642,0.0002975,0.0002698,0.0001786,0.00018,0.0002582,0.0002649,0.0001834,0.0004221,0.0002674,0.86359,0.820737,0.833672,0.94494,0.827011,0.802472,0.828866,0.833897,0.719327,0.652245,,0.8126757
0.0002607,0.0001607,0.0002646,0.0002758,0.0001679,0.0002101,0.000267,0.0001667,0.0002577,0.000258,0.722093,0.690578,0.583051,0.800447,0.683001,0.728085,0.656026,0.622793,0.689436,0.616699,,0.6792209
0.0003013,0.0002562,0.0002635,0.0001565,0.0002535,0.0002788,0.0002538,0.0003791,0.0002545,0.0005021,0.0554718,0.0537951,0.0519907,0.0981976,0.10334,0.0535865,0.0635837,0.096765,0.0816549,0.0959952,,0.07543805
0.0001676,0.00015,0.0001607,0.0002028,0.0001711,0.0001603,0.0001639,0.0002166,0.0004143,0.0002177,0.0266115,0.0271613,0.0255682,0.0653001,0.0521086,0.0260816,0.0322798,0.0566734,0.0582029,0.0586291,,0.04286165
0.0002575,0.0002441,0.0002544,0.0003565,0.0002384,0.0002451,0.0002418,0.0003183,0.00042,0.0004074,0.0312898,0.0325626,0.0287908,0.0707565,0.0603169,0.031265,0.0357259,0.0647583,0.0635513,0.0626684,,0.04816855
0.000166,0.0001458,0.0001543,0.0002287,0.0002274,0.0001502,0.0001567,0.0002672,0.0002796,0.000282,0.0187794,0.018321,0.0177822,0.0335322,0.0330406,0.0180382,0.0212869,0.0370931,0.0371925,0.0371443,,0.02722104
0.0002702,0.0002604,0.0002586,0.000233,0.0002127,0.0002613,0.0002584,0.0003434,0.0003799,0.0003268,0.0066427,0.0064731,0.0059397,0.0116128,0.0117446,0.0066859,0.0074075,0.0132884,0.0129932,0.0135889,,0.00963768
0.0001697,0.0001533,0.0001608,0.0001884,0.000207,0.000152,0.0001637,0.0003151,0.0003075,0.0003124,0.0042961,0.0041719,0.0037992,0.0070776,0.0070644,0.0041468,0.0045436,0.0077089,0.0078318,0.0078611,,0.00585014
0.0002534,0.0002176,0.0001989,0.0001648,0.0002168,0.0002406,0.0002197,0.0002849,0.0002914,0.0003035,0.0020179,0.0018014,0.0015135,0.0031171,0.0033525,0.0019092,0.0023937,0.0033348,0.003266,0.0033446,,0.00260507
0.0001507,0.0001302,0.0001183,0.0002127,0.0002029,0.0001352,0.0001326,0.0002485,0.0002704,0.0002389,0.0014121,0.0012724,0.0010656,0.0020613,0.0020843,0.00133,0.0014307,0.0022586,0.002158,0.0021396,,0.00172126
0.00021,0.0002109,0.0001953,0.000165,0.0002141,0.0002201,0.0002144,0.0002402,0.0002561,0.0001931,0.0008285,0.0007849,0.0006591,0.0013504,0.0013686,0.0008298,0.0008846,0.0014836,0.0014588,0.0014178,,0.00110661
0.0001203,0.0001046,0.0001081,0.0001857,0.0001932,0.0001222,0.0001166,0.0002328,0.0002459,0.0002271,0.0001787,0.0001581,0.0001603,0.0002805,0.0003023,0.0001705,0.0001725,0.0003796,0.0003735,0.0003815,,0.00025575
0.0001797,0.0001771,0.0001808,0.0001495,0.0001802,0.0001785,0.0001733,0.0002516,0.0002353,0.000191,0.000158,0.0001522,0.0001475,0.000223,0.0002385,0.0001358,0.0001379,0.0003023,0.0003155,0.0002638,,0.00020745
0.0001071,0.0001126,0.0001071,0.0001532,0.0001527,0.0001096,0.0001094,0.0002199,0.0002449,0.0002242,9.61E-05,9.90E-05,9.28E-05,0.0001203,0.0001297,9.98E-05,0.0001003,0.0002005,0.0002456,0.0002338,,0.00014179
0.0001305,0.000124,0.000124,0.0001285,0.0001596,0.000134,0.0001333,0.0002165,0.0002191,0.0001877,7.81E-05,7.43E-05,7.31E-05,0.0001332,0.0001241,7.49E-05,7.63E-05,0.0001701,0.0001755,0.0002148,,0.00011944
,,,,,,,,,,,,,,,,,,,,,0.162989449
