Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,,
0.0004116,0.0002857,0.0002247,0.0002439,0.0001808,0.0002631,0.0002573,0.0003269,0.0004294,0.0002573,0.0031968,0.0022067,0.0026595,0.0022174,0.0022621,0.0022612,0.0035332,0.0026097,0.0030044,0.0025624,,0.00265134
0.0002491,0.0002724,0.0003122,0.0003307,0.0002984,0.0002675,0.0006404,0.0003133,0.0003332,0.0002602,0.0026694,0.0026706,0.0032193,0.0029119,0.0026505,0.0026462,0.0027552,0.0031399,0.003415,0.0028512,,0.00289292
0.0002139,0.0002145,0.0002162,0.0003015,0.0002158,0.0002174,0.0001818,0.0003203,0.0002877,0.000231,0.0053709,0.0054997,0.0052041,0.0053997,0.0060599,0.0059057,0.0073222,0.0068803,0.006886,0.0057717,,0.00603002
0.0002209,0.0002044,0.0002483,0.0002651,0.0002939,0.0003037,0.000322,0.0002944,0.0003113,0.0002399,0.0023944,0.0024304,0.0023649,0.0025985,0.0023978,0.0025109,0.0032446,0.0036041,0.0031215,0.0027849,,0.0027452
0.0001963,0.0002505,0.0002062,0.0001871,0.000195,0.000214,0.0002225,0.0002605,0.0002277,0.0002785,0.0022159,0.0020765,0.0020723,0.0020785,0.0023258,0.0023046,0.0024197,0.0027245,0.0027239,0.0027244,,0.00236661
0.0002619,0.0002133,0.0001924,0.0001902,0.0001916,0.0001927,0.000245,0.0002657,0.0002305,0.0002132,0.0034413,0.0033571,0.0032737,0.0031401,0.0033176,0.0033064,0.0035093,0.0041717,0.0039194,0.0034554,,0.0034892
0.0002202,0.0002393,0.0003828,0.0002607,0.0001824,0.0001888,0.0002085,0.0004299,0.0001622,0.0002346,0.0009888,0.0012077,0.0011118,0.0010197,0.0009382,0.0009365,0.0010952,0.0012918,0.0011276,0.0011202,,0.00108375
0.0001764,0.0002113,0.0002123,0.0002044,0.0002003,0.0001945,0.000218,0.0002141,0.0002009,0.0002515,0.0006513,0.0007642,0.0007669,0.0008359,0.0006641,0.0006545,0.0009047,0.0008813,0.0007653,0.0008425,,0.00077307
0.0001852,0.0002194,0.0002325,0.0002432,0.0001563,0.0001857,0.0002576,0.0002488,0.0002063,0.000286,0.0023665,0.0027159,0.0025992,0.0018086,0.002547,0.002558,0.003319,0.0035039,0.0027326,0.0032965,,0.00274472
0.0001928,0.0001737,0.0001843,0.0002238,0.0002807,0.0002493,0.0002411,0.0002488,0.0002051,0.0003048,0.0010513,0.0010656,0.001033,0.001294,0.0013077,0.0012663,0.001471,0.0014267,0.001207,0.0016626,,0.00127852
0.0001681,0.0001671,0.0001639,0.0001972,0.0002037,0.0001766,0.00021,0.0002543,0.000172,0.0003354,0.0007214,0.0006688,0.0006458,0.0006657,0.000776,0.0010458,0.000914,0.0008949,0.0007188,0.0008089,,0.00078601
0.0001906,0.0002374,0.0001663,0.0001896,0.0002104,0.0001318,0.0002062,0.0002306,0.0001764,0.0002586,0.0005334,0.0033677,0.0005391,0.0005373,0.0006369,0.0005867,0.0007001,0.0007261,0.0005732,0.0006476,,0.00088481
0.0001648,0.0002033,0.0001639,0.0001802,0.0001919,0.0001084,0.0001954,0.0002188,0.0002226,0.0002697,0.0004194,0.0004213,0.0004016,0.0004128,0.0004099,0.0004655,0.0005102,0.0005886,0.0005472,0.0006511,,0.00048276
0.0001613,0.000123,0.0001661,0.0001641,0.0001613,0.0001028,0.0001767,0.0002356,0.0002212,0.0002608,0.0002939,0.0003146,0.0003031,0.0003169,0.000297,0.0002881,0.0004261,0.0003977,0.0003628,0.0003958,,0.0003396
0.0001542,0.0001548,0.0001575,0.000166,0.0001542,9.18E-05,0.0001814,0.0002289,0.0001595,0.0002151,0.0001896,0.000195,0.0001942,0.0001874,0.0001852,0.0001315,0.0002278,0.000251,0.0001832,0.0002188,,0.00019637
0.0001502,0.0001504,0.0001489,0.0001574,0.0001652,8.48E-05,0.0001728,0.0002085,0.0001523,0.0002049,0.0001599,0.0001555,0.0001783,0.0001614,0.0001817,0.0001376,0.0001986,0.0002105,0.0001712,0.0002105,,0.00017652
0.0001703,0.0001535,0.0001646,0.0001544,0.0001534,8.78E-05,0.0001723,0.0002083,0.0002411,0.0002172,0.0001469,0.0001132,0.0001451,0.0001155,0.0001175,7.77E-05,0.000131,0.000155,0.0001169,0.0001626,,0.00012814
0.000128,0.0001124,0.0001195,0.0001199,0.0001204,7.44E-05,0.0001637,0.0001631,0.000142,0.0001641,0.0001539,0.0001027,0.0001181,0.0001138,0.0001457,6.68E-05,0.0001959,0.0001533,0.0001427,0.00016,,0.00013529
0.0001221,0.0001126,0.000116,0.0001183,0.000118,0.0001401,0.0001658,0.0001527,0.000121,0.0001624,,,,,,,,,,,,0.001621381
