Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Minimax Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,,
0.0018128,0.0015755,0.0015211,0.0017871,0.001938,0.0019208,0.0015676,0.0015661,0.0009391,0.0009926,0.289246,0.285795,0.225945,0.255862,0.229221,0.292841,0.19243,0.191061,0.226552,0.230963,,0.2419916
0.00145,0.0010473,0.001416,0.0014389,0.0007034,0.0007007,0.0014612,0.0014082,0.0006611,0.001433,0.215133,0.284374,0.247611,0.33663,0.228533,0.229589,0.25229,0.226403,0.158366,0.246,,0.2424929
0.0013836,0.0014159,0.0006788,0.0013964,0.0006988,0.0006791,0.0008146,0.0013913,0.0006505,0.0008479,0.191495,0.187979,0.12446,0.184958,0.184522,0.110379,0.189599,0.190135,0.135614,0.182655,,0.1681796
0.000582,0.0012437,0.0005886,0.0006729,0.00129,0.0005777,0.0010675,0.0005743,0.0012481,0.0012943,0.1211,0.0627025,0.0625168,0.121664,0.0574293,0.0564494,0.0623488,0.121203,0.0743247,0.125922,,0.08656605
0.0005348,0.0008179,0.0009666,0.0012766,0.0009774,0.0003996,0.0008752,0.0008164,0.0004579,0.0005817,0.16943,0.113848,0.134809,0.0648282,0.0552931,0.114497,0.0563524,0.111222,0.0640104,0.116506,,0.10007961
0.0008856,0.0005081,0.0010354,0.0009783,0.0010296,0.0008221,0.0003902,0.0005554,0.0007761,0.0007707,0.111493,0.0489216,0.0954728,0.0388892,0.0870189,0.085796,0.0359426,0.095554,0.0434261,0.0843995,,0.07269137
0.0004303,0.0002874,0.0006349,0.0006256,0.0003907,0.0004526,0.0004856,0.0005066,0.0002898,0.0004706,0.0267561,0.0281575,0.0333384,0.0297586,0.0312121,0.0320851,0.0268249,0.0262478,0.0143864,0.025833,,0.02745999
0.0004666,0.0004184,0.0005443,0.0006111,0.0005775,0.0004567,0.0004153,0.0004547,0.0004458,0.0004207,0.0174792,0.0203807,0.025684,0.0246248,0.0245984,0.0241598,0.0217097,0.0212542,0.0109035,0.0208651,,0.02116594
0.000274,0.0004306,0.000584,0.000569,0.0005215,0.0004155,0.0004294,0.0004326,0.0002621,0.0006018,0.0234071,0.0223333,0.0235148,0.0251097,0.0256197,0.0187457,0.0218846,0.0223486,0.0113389,0.025822,,0.02201244
0.0002236,0.0003912,0.0003944,0.0005152,0.000468,0.0003244,0.000354,0.0003778,0.0003557,0.0004443,0.0052886,0.0049562,0.0050506,0.0055806,0.0055305,0.004015,0.0050106,0.0050763,0.0027084,0.0057108,,0.00489276
0.0003227,0.0002623,0.0003619,0.000348,0.00026,0.0002181,0.0002486,0.0002561,0.0001606,0.0002764,0.0021947,0.0046715,0.0041924,0.0050866,0.0051046,0.0033063,0.0046058,0.0046557,0.0027393,0.0055334,,0.00420903
0.0002072,0.0002395,0.0002629,0.0002809,0.0003125,0.0001961,0.0002006,0.0002286,0.0002245,0.0003203,0.0035426,0.0037221,0.0032585,0.0039321,0.003966,0.0026199,0.0038687,0.0035451,0.0017521,0.0050543,,0.00352614
0.000189,0.0002485,0.0003519,0.0003436,0.0002593,0.0002081,0.0002355,0.0002615,0.0001577,0.0003133,0.0009822,0.0019803,0.0017324,0.0022681,0.0022899,0.0014814,0.001916,0.0019655,0.0009926,0.0027892,,0.00183976
0.0002348,0.0002528,0.0002213,0.0003206,0.000295,0.0002113,0.000205,0.0002278,0.0002258,0.0002793,0.0010393,0.000997,0.0009381,0.0011754,0.0011068,0.0007344,0.0009401,0.0010077,0.0005174,0.0013336,,0.00097898
0.0001824,0.000173,0.0002618,0.0002504,0.0001853,0.000126,0.0001822,0.0001745,0.0001075,0.0001981,0.0001684,0.0002822,0.0002487,0.0003373,0.0003023,0.0001715,0.0002475,0.0002606,0.0001496,0.0003264,,0.00024945
0.0001728,0.0001692,0.0001577,0.0002238,0.0002501,0.0001315,0.0001392,0.0001782,0.0001783,0.0001873,0.0002443,0.0002424,0.0001988,0.0003136,0.0002599,0.0001564,0.0002433,0.000258,0.0001549,0.0002371,,0.00023087
0.0001652,0.0001603,0.0002304,0.000215,0.0001821,0.0001227,0.0001587,0.0001783,0.0001029,0.0001959,0.0001058,0.0001496,0.0001381,0.0002014,0.0001837,8.25E-05,0.0001226,0.000147,7.45E-05,0.0001731,,0.00013783
0.0001393,0.0001231,0.000102,0.0001604,0.0001977,8.56E-05,9.80E-05,0.000126,0.0001195,0.0001305,0.0001194,0.0001471,0.000101,0.0001587,0.0001189,7.31E-05,8.05E-05,0.000138,7.01E-05,0.0001003,,0.00011071
0.0001636,0.0001232,9.82E-05,0.000196,0.0001067,7.81E-05,0.0001169,0.0001489,6.89E-05,0.0001135,,,,,,,,,,,,0.055489724
