Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Trial 11,Trial 12,Trial 13,Trial 14,Trial 15,Trial 16,Trial 17,Trial 18,Trial 19,Trial 20,Trial 21,Trial 22,Trial 23,Trial 24,Trial 25,Average
0.146632,0.144673,0.143824,0.144424,0.146147,0.146704,0.145437,0.144102,0.148289,0.149187,0.14568,0.1457,0.145616,0.145316,0.144263,0.145182,0.149254,0.145248,0.144227,0.143596,0.145074,0.145616,0.144437,0.144667,0.146045,0.145574
0.141051,0.141778,0.141806,0.142411,0.141756,0.141449,0.141616,0.142035,0.140573,0.141183,0.141163,0.141252,0.141065,0.140639,0.14128,0.141221,0.145171,0.14057,0.140729,0.141212,0.140891,0.140404,0.141077,0.141421,0.13703,0.141231
0.101655,0.102839,0.10209,0.101815,0.101957,0.102485,0.102109,0.101068,0.101184,0.101856,0.101762,0.101717,0.101934,0.101584,0.101381,0.101379,0.101902,0.101721,0.101883,0.101311,0.101804,0.108371,0.102457,0.10141,0.100552,0.102009
0.0479176,0.0479085,0.0477911,0.0477102,0.0478924,0.0476797,0.0480963,0.0478108,0.0473142,0.0475718,0.047819,0.0482983,0.0474508,0.0475911,0.0478172,0.0478576,0.047587,0.0445235,0.0480831,0.0480155,0.0477238,0.0471107,0.0480532,0.047541,0.0478616,0.047641
0.043784,0.0449249,0.0439805,0.0440645,0.0438342,0.0441111,0.0432736,0.0462576,0.0438127,0.0452951,0.0437303,0.0457862,0.0439779,0.0441534,0.0432665,0.0440232,0.044052,0.0450415,0.043324,0.0435912,0.0455019,0.0441394,0.0437525,0.045498,0.0436265,0.0442721
0.0294973,0.0293069,0.0299855,0.030724,0.0301177,0.0300402,0.0300024,0.0303329,0.0258598,0.0296759,0.0297739,0.0300494,0.0297286,0.0287999,0.0302164,0.0298495,0.0299998,0.0308382,0.029556,0.0297196,0.0302006,0.0308887,0.0297989,0.0292757,0.0291059,0.0297337
0.0122148,0.0120283,0.0122882,0.0127131,0.0129678,0.0132487,0.012112,0.0130131,0.0086172,0.0122467,0.0120558,0.0123544,0.0135647,0.0128577,0.0121245,0.012294,0.0129977,0.0121126,0.0119774,0.0119796,0.0126956,0.0122566,0.0118384,0.0129112,0.0123878,0.0123143
0.0126668,0.0121918,0.0115628,0.0110429,0.0117321,0.0123729,0.0123651,0.0118713,0.0117327,0.0115943,0.0127587,0.0117219,0.0119873,0.0118525,0.0121796,0.0114169,0.0118954,0.0119952,0.0122396,0.0122761,0.0127625,0.0122085,0.0118288,0.0122785,0.012167,0.012028
0.0095118,0.0088359,0.0092454,0.0088782,0.0091547,0.0086018,0.0086267,0.0093636,0.0096932,0.0088386,0.0084099,0.0095391,0.0090285,0.0087837,0.0092468,0.0096335,0.0088938,0.0089879,0.0083854,0.0090217,0.008439,0.0089187,0.0085311,0.0083325,0.0061109,0.0088405
0.002396,0.0020291,0.0021512,0.001723,0.0024648,0.0022872,0.0020802,0.0020463,0.0019817,0.0025223,0.0027142,0.0026022,0.0020689,0.0025906,0.0018732,0.0026963,0.0020621,0.0029746,0.0026972,0.0028651,0.0023719,0.0020215,0.0027371,0.0024804,0.0027407,0.00236711
0.0017224,0.001254,0.0019496,0.0012863,0.0013707,0.0016859,0.0025822,0.0018616,0.001489,0.0019023,0.0024704,0.0018622,0.0019866,0.0022758,0.0017786,0.0024284,0.0019789,0.0024155,0.0023098,0.002397,0.0025334,0.0016898,0.0023845,0.0017626,0.0012938,0.00194685
0.0016215,0.0016494,0.0015368,0.0016406,0.0016826,0.0016755,0.0023729,0.001775,0.001751,0.0016192,0.0015673,0.0015481,0.001571,0.0024522,0.0012473,0.002081,0.0015791,0.0024925,0.0024879,0.0024094,0.0024245,0.001771,0.0015316,0.0017568,0.0011265,0.00181483
0.0009272,0.0010812,0.0008839,0.0007225,0.0007753,0.0018195,0.0010916,0.0010707,0.0007689,0.0019845,0.0008443,0.0010796,0.000981,0.0014145,0.0010616,0.0018435,0.0009823,0.0009996,0.0009642,0.001029,0.00114,0.000956,0.0009785,0.0009058,0.0007477,0.00108212
0.0004654,0.0004695,0.0005302,0.000497,0.0005012,0.0005899,0.000509,0.0004466,0.0005115,0.0004799,0.0004359,0.0004869,0.0003987,0.0004772,0.0003685,0.0004514,0.0003978,0.0004577,0.0005163,0.0004623,0.0004489,0.0005178,0.0004415,0.0005301,0.0004639,0.000474204
0.000139,0.0001674,0.0001761,0.0001211,0.0001261,0.0001789,0.0001419,0.0001817,0.0001143,0.0001438,0.000156,0.0001622,0.0001522,0.0002132,0.0001853,0.0001339,0.0001604,0.0001648,0.0001795,0.000165,0.0001589,0.0001491,0.0001524,0.0001378,0.0001223,0.000155332
0.0001461,0.0001359,0.0001605,0.0001466,0.0001876,0.000167,0.0001575,0.0001736,0.0001557,0.0001477,0.0001423,0.0002075,0.0001148,0.0001656,0.0001138,0.0001491,0.0001099,0.0001495,0.0001707,0.0001501,0.000144,0.0001825,0.0001426,0.0001642,0.0001457,0.00015322
