Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Trial 11,Trial 12,Trial 13,Trial 14,Trial 15,Trial 16,Trial 17,Trial 18,Trial 19,Trial 20,Trial 21,Trial 22,Trial 23,Trial 24,Trial 25,Average
0.0001258,7.42e-05,6.21e-05,5.42e-05,5.96e-05,5.42e-05,5.32e-05,5.66e-05,4.83e-05,5.39e-05,4.81e-05,5.46e-05,4.76e-05,5.38e-05,9e-05,6.07e-05,5.62e-05,5.36e-05,4.83e-05,5.43e-05,4.98e-05,5.82e-05,4.75e-05,5.39e-05,4.92e-05,5.8716e-05
0.0001012,6.08e-05,5.41e-05,5.47e-05,6.62e-05,4.75e-05,5.49e-05,4.91e-05,6.2e-05,4.72e-05,5.91e-05,4.81e-05,5.5e-05,4.71e-05,0.0001075,4.96e-05,5.72e-05,4.67e-05,5.35e-05,5.33e-05,5.66e-05,4.68e-05,5.33e-05,4.9e-05,5.48e-05,5.7412e-05
8.86e-05,7.05e-05,5.56e-05,5.6e-05,5.57e-05,5.3e-05,5.34e-05,5.33e-05,4.65e-05,5.23e-05,4.72e-05,5.35e-05,4.63e-05,5.55e-05,7.2e-05,5.64e-05,5.25e-05,4.69e-05,5e-05,5.72e-05,4.62e-05,5.24e-05,4.91e-05,5.26e-05,4.6e-05,5.4748e-05
9.53e-05,5.77e-05,4.92e-05,4.98e-05,5.8e-05,4.88e-05,5.02e-05,4.5e-05,4.97e-05,4.38e-05,5.23e-05,4.57e-05,5.53e-05,4.37e-05,6.56e-05,4.94e-05,5.21e-05,4.64e-05,5e-05,4.38e-05,4.97e-05,4.62e-05,5.03e-05,4.35e-05,5.21e-05,5.1744e-05
9.77e-05,7.07e-05,5.3e-05,5.13e-05,5.3e-05,5.08e-05,4.93e-05,4.91e-05,4.58e-05,4.96e-05,4.42e-05,6.5e-05,4.52e-05,4.94e-05,4.52e-05,5.1e-05,5.14e-05,6.32e-05,4.44e-05,4.88e-05,4.62e-05,7.15e-05,4.91e-05,4.97e-05,4.57e-05,5.3612e-05
8.26e-05,5.96e-05,4.85e-05,4.98e-05,5.25e-05,4.89e-05,5.08e-05,4.5e-05,4.91e-05,4.4e-05,5.28e-05,4.42e-05,4.94e-05,4.47e-05,6.82e-05,4.63e-05,5.32e-05,4.51e-05,4.91e-05,4.59e-05,4.91e-05,4.66e-05,4.89e-05,4.98e-05,5.02e-05,5.0972e-05
8.72e-05,0.000233,5.38e-05,4.59e-05,5.1e-05,4.92e-05,5.11e-05,5.75e-05,4.32e-05,5.27e-05,4.34e-05,5.18e-05,4.37e-05,4.95e-05,4.67e-05,5.1e-05,4.89e-05,5.33e-05,4.8e-05,4.9e-05,4.28e-05,5.24e-05,4.84e-05,5.02e-05,4.45e-05,5.7928e-05
6.58e-05,9.62e-05,7.26e-05,6.13e-05,5.22e-05,4.55e-05,4.81e-05,4.1e-05,4.92e-05,4.23e-05,4.81e-05,4.14e-05,4.6e-05,4.14e-05,7.62e-05,4.05e-05,4.58e-05,4.35e-05,4.74e-05,4.1e-05,4.59e-05,4.65e-05,4.75e-05,4.04e-05,4.66e-05,5.0896e-05
6.06e-05,7.05e-05,5.64e-05,4.21e-05,5e-05,4.7e-05,4.28e-05,4.93e-05,4.16e-05,4.67e-05,4.3e-05,4.58e-05,4.36e-05,4.62e-05,4.34e-05,4.72e-05,4.73e-05,4.6e-05,4.09e-05,4.55e-05,4.72e-05,4.91e-05,4.06e-05,4.54e-05,4.42e-05,4.7296e-05
6.25e-05,7.4e-05,5.74e-05,4.51e-05,5.44e-05,4.49e-05,4.87e-05,4.03e-05,4.5e-05,4.09e-05,4.47e-05,4.19e-05,4.95e-05,4.08e-05,4.86e-05,5.28e-05,4.74e-05,4.03e-05,4.54e-05,4.56e-05,4.55e-05,4.04e-05,4.49e-05,4.31e-05,4.62e-05,4.7612e-05
5.9e-05,6.76e-05,6.98e-05,4.19e-05,4.44e-05,4.73e-05,4.58e-05,4.51e-05,3.98e-05,4.5e-05,4.8e-05,4.52e-05,4.04e-05,4.53e-05,4.2e-05,4.86e-05,4.4e-05,5.46e-05,4.53e-05,4.5e-05,4.06e-05,4.53e-05,4.26e-05,4.63e-05,4.01e-05,4.716e-05
6.78e-05,7.6e-05,6.16e-05,4.47e-05,4.53e-05,4.44e-05,4.44e-05,3.98e-05,4.39e-05,4.43e-05,4.97e-05,4.04e-05,4.48e-05,4.02e-05,4.69e-05,4.36e-05,4.59e-05,4.5e-05,4.4e-05,4.09e-05,4.48e-05,4.16e-05,4.59e-05,4.05e-05,4.45e-05,4.6836e-05
6.23e-05,5.95e-05,4.42e-05,5.11e-05,3.87e-05,4.14e-05,3.72e-05,4.2e-05,3.79e-05,4.03e-05,4.08e-05,4.14e-05,3.81e-05,4.48e-05,3.76e-05,4.13e-05,4.64e-05,4.16e-05,3.71e-05,4.12e-05,3.94e-05,4.34e-05,3.7e-05,4.14e-05,3.91e-05,4.2608e-05
6.15e-05,6.64e-05,5.74e-05,4.63e-05,4.39e-05,4.1e-05,4.18e-05,3.88e-05,4.17e-05,4.15e-05,4.68e-05,3.72e-05,4.21e-05,3.7e-05,4.21e-05,4.64e-05,4.48e-05,3.9e-05,4.15e-05,3.87e-05,4.78e-05,3.69e-05,5.62e-05,4.01e-05,4.28e-05,4.4788e-05
5.71e-05,6.56e-05,4.39e-05,4.6e-05,3.8e-05,4.18e-05,3.71e-05,4.21e-05,4.07e-05,3.81e-05,3.88e-05,4.08e-05,3.72e-05,4.15e-05,4.19e-05,4.61e-05,3.97e-05,4.08e-05,3.85e-05,4.1e-05,3.74e-05,4.08e-05,3.83e-05,4.09e-05,3.64e-05,4.202e-05
6.27e-05,6.79e-05,4.36e-05,5.96e-05,4.27e-05,4.42e-05,4.15e-05,4.04e-05,3.95e-05,3.7e-05,4.15e-05,3.67e-05,3.98e-05,3.76e-05,4.29e-05,4.02e-05,4.27e-05,3.83e-05,4.03e-05,3.71e-05,3.94e-05,3.77e-05,4.49e-05,3.74e-05,3.97e-05,4.3012e-05
5.85e-05,7.5e-05,3.97e-05,4.3e-05,3.67e-05,4.2e-05,3.88e-05,4.01e-05,3.65e-05,3.71e-05,3.6e-05,3.99e-05,4.22e-05,3.97e-05,3.63e-05,4.1e-05,3.73e-05,3.99e-05,3.63e-05,4.03e-05,3.8e-05,4e-05,3.57e-05,4.67e-05,3.74e-05,4.1364e-05
6.1e-05,4.57e-05,4.24e-05,4.45e-05,4.07e-05,4.07e-05,3.93e-05,3.82e-05,3.95e-05,3.61e-05,4.13e-05,3.7e-05,4.14e-05,3.64e-05,4.31e-05,4.15e-05,3.95e-05,3.52e-05,4.4e-05,3.84e-05,4.02e-05,3.69e-05,4.06e-05,4.05e-05,4.37e-05,4.1112e-05
4.86e-05,4.26e-05,3.97e-05,0.0001214,3.78e-05,3.85e-05,3.53e-05,3.93e-05,3.93e-05,3.79e-05,3.64e-05,3.96e-05,3.57e-05,3.83e-05,3.76e-05,4.07e-05,3.58e-05,4.42e-05,3.72e-05,4.32e-05,3.55e-05,3.84e-05,3.75e-05,4.42e-05,3.62e-05,4.2436e-05
